اسم الشركة,نوع الشركة,القطاع,رقم السجل التجاري,العنوان,المدينة,المنطقة,رقم الهاتف,البريد الإلكتروني,خط العرض,خط الطول,رقم الفاتورة,تاريخ الفاتورة,تاريخ الاستحقاق,نوع الفاتورة,المبلغ (ر.ق),الضريبة (5%),المبلغ الإجمالي (ر.ق),حالة الدفع,طريقة الدفع,تقييم مخاطر الفاتورة,فجوة الإيرادات/الضريبة المحتملة (ر.ق)
Thompson Ltd,مساهمة,المقاولات,32481188,"72281 Cook Isle
Michellebury, AL 91538",الوكرة,المنطقة 91,(278)618-2533x90205,cruzjoshua@example.com,25.683907,50.955945,INV-1458,2025-02-27,2025-06-28,فاتورة ضريبة,23606.16,1180.31,24786.47,متأخرة,نقداً,مرتفع,1180.31
Thompson Ltd,مساهمة,المقاولات,32481188,"72281 Cook Isle
Michellebury, AL 91538",الوكرة,المنطقة 91,(278)618-2533x90205,cruzjoshua@example.com,25.683907,50.955945,INV-1459,2025-03-09,2025-05-14,فاتورة مشتريات,39129.67,1956.48,41086.15,مدفوعة,بطاقة,منخفض,0.0
Thompson Ltd,مساهمة,المقاولات,32481188,"72281 Cook Isle
Michellebury, AL 91538",الوكرة,المنطقة 91,(278)618-2533x90205,cruzjoshua@example.com,25.683907,50.955945,INV-1460,2024-11-23,2025-05-28,فاتورة صيانة,5570.75,278.54,5849.29,مدفوعة,شيك,منخفض,0.0
Bernard-Glenn,مساهمة,الصناعة,78017523,"4318 Rose Gardens Suite 564
Martinberg, LA 06371",أم صلال,المنطقة 68,+1-735-699-2995x61372,renee64@example.net,24.922857,51.254555,INV-1461,2025-03-18,2025-07-02,فاتورة تأجير,32685.76,1634.29,34320.05,متأخرة,تحويل بنكي,مرتفع,1634.29
Bernard-Glenn,مساهمة,الصناعة,78017523,"4318 Rose Gardens Suite 564
Martinberg, LA 06371",أم صلال,المنطقة 68,+1-735-699-2995x61372,renee64@example.net,24.922857,51.254555,INV-1462,2025-03-16,2025-06-26,فاتورة تسويق رقمي,32642.82,1632.14,34274.96,متأخرة,شيك,مرتفع,1632.14
Bernard-Glenn,مساهمة,الصناعة,78017523,"4318 Rose Gardens Suite 564
Martinberg, LA 06371",أم صلال,المنطقة 68,+1-735-699-2995x61372,renee64@example.net,24.922857,51.254555,INV-1463,2024-07-05,2025-06-19,فاتورة تصميم,42163.8,2108.19,44271.99,مدفوعة,نقداً,منخفض,0.0
Bernard-Glenn,مساهمة,الصناعة,78017523,"4318 Rose Gardens Suite 564
Martinberg, LA 06371",أم صلال,المنطقة 68,+1-735-699-2995x61372,renee64@example.net,24.922857,51.254555,INV-1464,2024-08-20,2025-05-22,فاتورة اتصالات,25242.93,1262.15,26505.08,مدفوعة,بطاقة,منخفض,0.0
Bernard-Glenn,مساهمة,الصناعة,78017523,"4318 Rose Gardens Suite 564
Martinberg, LA 06371",أم صلال,المنطقة 68,+1-735-699-2995x61372,renee64@example.net,24.922857,51.254555,INV-1465,2024-11-06,2025-06-11,فاتورة تسويق رقمي,30290.06,1514.5,31804.56,متأخرة,شيك,مرتفع,1514.5
Bernard-Glenn,مساهمة,الصناعة,78017523,"4318 Rose Gardens Suite 564
Martinberg, LA 06371",أم صلال,المنطقة 68,+1-735-699-2995x61372,renee64@example.net,24.922857,51.254555,INV-1466,2024-10-19,2025-06-29,فاتورة شحن,48512.8,2425.64,50938.44,متأخرة,بطاقة,مرتفع,2425.64
"Brown, Wilson and Howard",مساهمة,الصناعة,34865785,"9175 Tara Springs Suite 344
East Hollybury, SD 41746",الريان,المنطقة 68,926.408.4386,hillbrandon@example.net,24.978499,51.581139,INV-1467,2025-01-16,2025-05-20,فاتورة مشتريات,11057.83,552.89,11610.72,غير مدفوعة,نقداً,متوسط,552.89
"Brown, Wilson and Howard",مساهمة,الصناعة,34865785,"9175 Tara Springs Suite 344
East Hollybury, SD 41746",الريان,المنطقة 68,926.408.4386,hillbrandon@example.net,24.978499,51.581139,INV-1468,2024-09-12,2025-05-10,فاتورة تطوير ويب,35709.32,1785.47,37494.79,مدفوعة,شيك,منخفض,0.0
"Brown, Wilson and Howard",مساهمة,الصناعة,34865785,"9175 Tara Springs Suite 344
East Hollybury, SD 41746",الريان,المنطقة 68,926.408.4386,hillbrandon@example.net,24.978499,51.581139,INV-1469,2025-04-02,2025-06-28,فاتورة شحن,11404.4,570.22,11974.62,غير مدفوعة,بطاقة,متوسط,570.22
"Brown, Wilson and Howard",مساهمة,الصناعة,34865785,"9175 Tara Springs Suite 344
East Hollybury, SD 41746",الريان,المنطقة 68,926.408.4386,hillbrandon@example.net,24.978499,51.581139,INV-1470,2025-05-06,2025-06-06,فاتورة برمجيات,23496.75,1174.84,24671.59,غير مدفوعة,شيك,متوسط,1174.84
"Brown, Wilson and Howard",مساهمة,الصناعة,34865785,"9175 Tara Springs Suite 344
East Hollybury, SD 41746",الريان,المنطقة 68,926.408.4386,hillbrandon@example.net,24.978499,51.581139,INV-1471,2024-11-29,2025-06-18,فاتورة شحن,9606.18,480.31,10086.49,متأخرة,تحويل بنكي,مرتفع,480.31
Guerra-Alvarez,مساهمة,الصناعة,92012246,"2699 Shawn Crest Apt. 064
Aaronhaven, AR 55733",الوكرة,المنطقة 75,616-446-0897,millercaleb@example.org,25.593494,51.354872,INV-1472,2025-03-17,2025-05-12,فاتورة برمجيات,45395.84,2269.79,47665.63,غير مدفوعة,بطاقة,متوسط,2269.79
Guerra-Alvarez,مساهمة,الصناعة,92012246,"2699 Shawn Crest Apt. 064
Aaronhaven, AR 55733",الوكرة,المنطقة 75,616-446-0897,millercaleb@example.org,25.593494,51.354872,INV-1473,2025-04-23,2025-05-10,فاتورة تدريب,23556.51,1177.83,24734.34,مدفوعة,تحويل بنكي,منخفض,0.0
Guerra-Alvarez,مساهمة,الصناعة,92012246,"2699 Shawn Crest Apt. 064
Aaronhaven, AR 55733",الوكرة,المنطقة 75,616-446-0897,millercaleb@example.org,25.593494,51.354872,INV-1474,2024-08-02,2025-05-17,فاتورة مبيعات,25568.47,1278.42,26846.89,غير مدفوعة,تحويل بنكي,متوسط,1278.42
Guerra-Alvarez,مساهمة,الصناعة,92012246,"2699 Shawn Crest Apt. 064
Aaronhaven, AR 55733",الوكرة,المنطقة 75,616-446-0897,millercaleb@example.org,25.593494,51.354872,INV-1475,2024-08-10,2025-05-12,فاتورة رسوم حكومية,40230.22,2011.51,42241.73,متأخرة,نقداً,مرتفع,2011.51
Guerra-Alvarez,مساهمة,الصناعة,92012246,"2699 Shawn Crest Apt. 064
Aaronhaven, AR 55733",الوكرة,المنطقة 75,616-446-0897,millercaleb@example.org,25.593494,51.354872,INV-1476,2024-10-02,2025-06-13,فاتورة تدريب,2632.08,131.6,2763.68,مدفوعة,شيك,منخفض,0.0
Guerra-Alvarez,مساهمة,الصناعة,92012246,"2699 Shawn Crest Apt. 064
Aaronhaven, AR 55733",الوكرة,المنطقة 75,616-446-0897,millercaleb@example.org,25.593494,51.354872,INV-1477,2025-04-05,2025-06-24,فاتورة مبيعات,4694.85,234.74,4929.59,مدفوعة,نقداً,منخفض,0.0
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1478,2024-06-09,2025-05-26,فاتورة تسويق رقمي,4589.2,229.46,4818.66,غير مدفوعة,شيك,متوسط,229.46
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1479,2024-07-10,2025-05-16,فاتورة رسوم حكومية,19544.39,977.22,20521.61,غير مدفوعة,شيك,متوسط,977.22
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1480,2024-06-28,2025-06-20,فاتورة ضريبة,17995.83,899.79,18895.62,متأخرة,نقداً,مرتفع,899.79
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1481,2025-02-24,2025-05-29,فاتورة تدريب,3043.83,152.19,3196.02,مدفوعة,تحويل بنكي,منخفض,0.0
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1482,2025-04-16,2025-07-02,فاتورة اتصالات,10181.99,509.1,10691.09,متأخرة,بطاقة,مرتفع,509.1
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1483,2024-06-12,2025-06-21,فاتورة تسويق رقمي,22760.08,1138.0,23898.08,متأخرة,نقداً,مرتفع,1138.0
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1484,2024-09-08,2025-07-01,فاتورة تأجير,31523.38,1576.17,33099.55,غير مدفوعة,تحويل بنكي,متوسط,1576.17
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1485,2024-05-24,2025-05-15,فاتورة مبيعات,38420.28,1921.01,40341.29,غير مدفوعة,تحويل بنكي,متوسط,1921.01
Kaiser Inc,ذ.م.م,الخدمات,42698860,"5088 Bradley Trail Apt. 204
Mcdanielhaven, AS 48107",الريان,المنطقة 75,746.598.1395x289,jonathancox@example.org,25.082357,51.579358,INV-1486,2024-12-25,2025-06-03,فاتورة خدمات,47851.23,2392.56,50243.79,متأخرة,بطاقة,مرتفع,2392.56
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1487,2024-08-19,2025-06-27,فاتورة تصميم,5930.43,296.52,6226.95,غير مدفوعة,شيك,متوسط,296.52
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1488,2024-05-16,2025-05-29,فاتورة مبيعات,44203.9,2210.2,46414.1,متأخرة,نقداً,مرتفع,2210.2
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1489,2024-07-04,2025-06-11,فاتورة مشتريات,2827.98,141.4,2969.38,مدفوعة,بطاقة,منخفض,0.0
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1490,2024-05-07,2025-06-05,فاتورة ضريبة,21717.46,1085.87,22803.33,متأخرة,شيك,مرتفع,1085.87
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1491,2024-11-11,2025-05-22,فاتورة مبيعات,19262.96,963.15,20226.11,مدفوعة,بطاقة,منخفض,0.0
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1492,2024-10-20,2025-06-30,فاتورة اتصالات,31942.36,1597.12,33539.48,متأخرة,تحويل بنكي,مرتفع,1597.12
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1493,2024-09-16,2025-05-20,فاتورة استشارة,48099.34,2404.97,50504.31,متأخرة,نقداً,مرتفع,2404.97
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1494,2024-06-03,2025-05-23,فاتورة ضريبة,42542.38,2127.12,44669.5,مدفوعة,نقداً,منخفض,0.0
Hayes-Lara,فردية,الصناعة,36979289,"USS Johnson
FPO AA 03701",الظعاين,المنطقة 68,001-599-613-6854x9589,dixonrichard@example.net,24.792744,51.40633,INV-1495,2024-06-25,2025-06-22,فاتورة تسويق رقمي,34329.06,1716.45,36045.51,غير مدفوعة,تحويل بنكي,متوسط,1716.45
Roberts-Powell,مساهمة,الصناعة,27876298,"1872 Johnson Throughway
New Ericbury, RI 00892",الدوحة,المنطقة 75,001-338-837-8547x348,john79@example.org,25.569721,50.78316,INV-1496,2024-10-17,2025-05-25,فاتورة اتصالات,37861.12,1893.06,39754.18,غير مدفوعة,تحويل بنكي,متوسط,1893.06
Roberts-Powell,مساهمة,الصناعة,27876298,"1872 Johnson Throughway
New Ericbury, RI 00892",الدوحة,المنطقة 75,001-338-837-8547x348,john79@example.org,25.569721,50.78316,INV-1497,2025-04-25,2025-06-23,فاتورة مبيعات,24461.97,1223.1,25685.07,متأخرة,تحويل بنكي,مرتفع,1223.1
Roberts-Powell,مساهمة,الصناعة,27876298,"1872 Johnson Throughway
New Ericbury, RI 00892",الدوحة,المنطقة 75,001-338-837-8547x348,john79@example.org,25.569721,50.78316,INV-1498,2025-04-05,2025-06-20,فاتورة صيانة,18303.35,915.17,19218.52,مدفوعة,تحويل بنكي,منخفض,0.0
Roberts-Powell,مساهمة,الصناعة,27876298,"1872 Johnson Throughway
New Ericbury, RI 00892",الدوحة,المنطقة 75,001-338-837-8547x348,john79@example.org,25.569721,50.78316,INV-1499,2024-12-13,2025-06-28,فاتورة مبيعات,28790.65,1439.53,30230.18,غير مدفوعة,بطاقة,متوسط,1439.53
Roberts-Powell,مساهمة,الصناعة,27876298,"1872 Johnson Throughway
New Ericbury, RI 00892",الدوحة,المنطقة 75,001-338-837-8547x348,john79@example.org,25.569721,50.78316,INV-1500,2025-03-03,2025-05-18,فاتورة شحن,39145.65,1957.28,41102.93,مدفوعة,بطاقة,منخفض,0.0
"Williams, Pruitt and Taylor",ذ.م.م,التجارة,66018932,"5054 Daniel Light Apt. 794
East Zachary, MT 48322",الريان,المنطقة 75,218.804.5226x076,mckinneyjulie@example.com,24.791712,51.392955,INV-1501,2024-06-20,2025-07-06,فاتورة رسوم حكومية,26301.19,1315.06,27616.25,مدفوعة,تحويل بنكي,منخفض,0.0
"Williams, Pruitt and Taylor",ذ.م.م,التجارة,66018932,"5054 Daniel Light Apt. 794
East Zachary, MT 48322",الريان,المنطقة 75,218.804.5226x076,mckinneyjulie@example.com,24.791712,51.392955,INV-1502,2025-04-10,2025-06-28,فاتورة مياه,3156.86,157.84,3314.7,متأخرة,نقداً,مرتفع,157.84
"Norman, Schmidt and Mcdowell",شركة تضامنية,النقل,80566246,"922 Little Mission
Smithmouth, NY 01442",أم صلال,المنطقة 91,511-347-4440x203,andersonjordan@example.org,25.213782,51.160025,INV-1503,2025-03-04,2025-05-15,فاتورة صيانة,39765.73,1988.29,41754.02,متأخرة,شيك,مرتفع,1988.29
Trujillo LLC,فردية,النقل,33352843,"5787 Mark Haven
Loriborough, ID 26541",أم صلال,المنطقة 23,356-229-2760x3514,xsalas@example.net,24.947317,51.701541,INV-1504,2025-03-28,2025-05-10,فاتورة اتصالات,22581.26,1129.06,23710.32,مدفوعة,بطاقة,منخفض,0.0
Banks-Fields,شركة تضامنية,الصناعة,70369316,"6060 Mueller Skyway
Port Luis, TN 59720",الريان,المنطقة 36,641.553.1899,ian10@example.com,25.625821,51.188869,INV-1505,2025-04-21,2025-06-30,فاتورة اشتراك سنوي,7233.07,361.65,7594.72,متأخرة,تحويل بنكي,مرتفع,361.65
Banks-Fields,شركة تضامنية,الصناعة,70369316,"6060 Mueller Skyway
Port Luis, TN 59720",الريان,المنطقة 36,641.553.1899,ian10@example.com,25.625821,51.188869,INV-1506,2024-06-29,2025-05-18,فاتورة كهرباء,17411.12,870.56,18281.68,متأخرة,تحويل بنكي,مرتفع,870.56
Banks-Fields,شركة تضامنية,الصناعة,70369316,"6060 Mueller Skyway
Port Luis, TN 59720",الريان,المنطقة 36,641.553.1899,ian10@example.com,25.625821,51.188869,INV-1507,2024-09-19,2025-06-23,فاتورة رسوم حكومية,46877.2,2343.86,49221.06,متأخرة,شيك,مرتفع,2343.86
Banks-Fields,شركة تضامنية,الصناعة,70369316,"6060 Mueller Skyway
Port Luis, TN 59720",الريان,المنطقة 36,641.553.1899,ian10@example.com,25.625821,51.188869,INV-1508,2024-09-11,2025-07-01,فاتورة شحن,37428.97,1871.45,39300.42,مدفوعة,شيك,منخفض,0.0
Banks-Fields,شركة تضامنية,الصناعة,70369316,"6060 Mueller Skyway
Port Luis, TN 59720",الريان,المنطقة 36,641.553.1899,ian10@example.com,25.625821,51.188869,INV-1509,2025-02-11,2025-06-12,فاتورة أجور,43054.26,2152.71,45206.97,غير مدفوعة,تحويل بنكي,متوسط,2152.71
Banks-Fields,شركة تضامنية,الصناعة,70369316,"6060 Mueller Skyway
Port Luis, TN 59720",الريان,المنطقة 36,641.553.1899,ian10@example.com,25.625821,51.188869,INV-1510,2024-08-26,2025-06-16,فاتورة رسوم حكومية,32104.76,1605.24,33710.0,مدفوعة,تحويل بنكي,منخفض,0.0
Banks-Fields,شركة تضامنية,الصناعة,70369316,"6060 Mueller Skyway
Port Luis, TN 59720",الريان,المنطقة 36,641.553.1899,ian10@example.com,25.625821,51.188869,INV-1511,2025-01-28,2025-06-19,فاتورة تدريب,49620.56,2481.03,52101.59,متأخرة,تحويل بنكي,مرتفع,2481.03
Banks-Fields,شركة تضامنية,الصناعة,70369316,"6060 Mueller Skyway
Port Luis, TN 59720",الريان,المنطقة 36,641.553.1899,ian10@example.com,25.625821,51.188869,INV-1512,2024-05-28,2025-05-31,فاتورة تأجير,29113.27,1455.66,30568.93,متأخرة,شيك,مرتفع,1455.66
Scott-Peterson,مساهمة,الخدمات,96324596,"00754 Jeffrey Brook
Lake Kaylaland, WI 32925",الخور,المنطقة 75,222.421.4340,amanda41@example.net,25.183129,51.437558,INV-1513,2025-01-23,2025-05-17,فاتورة تدريب,9475.8,473.79,9949.59,متأخرة,شيك,مرتفع,473.79
Scott-Peterson,مساهمة,الخدمات,96324596,"00754 Jeffrey Brook
Lake Kaylaland, WI 32925",الخور,المنطقة 75,222.421.4340,amanda41@example.net,25.183129,51.437558,INV-1514,2024-08-09,2025-05-28,فاتورة اشتراك سنوي,44869.71,2243.49,47113.2,غير مدفوعة,نقداً,متوسط,2243.49
Scott-Peterson,مساهمة,الخدمات,96324596,"00754 Jeffrey Brook
Lake Kaylaland, WI 32925",الخور,المنطقة 75,222.421.4340,amanda41@example.net,25.183129,51.437558,INV-1515,2024-05-25,2025-05-09,فاتورة كهرباء,48723.21,2436.16,51159.37,مدفوعة,نقداً,منخفض,0.0
